gene_id,total_unsp,total_sp,total
WBGene00000001,21,545,566
WBGene00000002,25,467,492
WBGene00000003,3,285,288
WBGene00000004,125,1172,1297
WBGene00000005,4,16,20
WBGene00000006,240,2174,2414
WBGene00000007,5,45,50
WBGene00000008,7,9,16
WBGene00000009,10,18,28
WBGene00000010,34,264,298
WBGene00000012,18,26,44
WBGene00000013,0,70,70
WBGene00000014,1,3,4
WBGene00000015,3,144,147
WBGene00000016,53,3091,3144
WBGene00000017,9,1643,1652
WBGene00000018,252,1087,1339
WBGene00000019,10,7,17
WBGene00000020,175,549,724
WBGene00000022,17,266,283
WBGene00000023,13,64,77
WBGene00000024,0,8,8
WBGene00000025,0,4,4
WBGene00000027,0,0,0
WBGene00000028,0,0,0
WBGene00000029,0,26,26
WBGene00000030,0,0,0
WBGene00000031,79,529,608
WBGene00000032,0,1,1
WBGene00000033,3,27,30
WBGene00000034,3,9,12
WBGene00000035,588,638,1226
WBGene00000036,85,398,483
WBGene00000037,61,1756,1817
WBGene00000038,80,150,230
WBGene00000039,16,555,571
WBGene00000040,22,3129,3151
WBGene00000041,388,12379,12767
WBGene00000042,74,269,343
WBGene00000043,56,143,199
WBGene00000044,88,141,229
WBGene00000045,18,26,44
WBGene00000046,42,73,115
WBGene00000047,139,730,869
WBGene00000048,23,73,96
WBGene00000049,6,10,16
WBGene00000050,7,53,60
WBGene00000051,27,280,307
WBGene00000053,19,71,90
WBGene00000054,46,359,405
WBGene00000055,14,305,319
WBGene00000056,41,115,156
WBGene00000057,80,137,217
WBGene00000058,130,228,358
WBGene00000059,24,111,135
WBGene00000060,15,67,82
WBGene00000061,15,69,84
WBGene00000062,54,107,161
WBGene00000063,344,102635,102979
WBGene00000064,263,10721,10984
WBGene00000065,385,103283,103668
WBGene00000066,908,140259,141167
WBGene00000067,153,3957,4110
WBGene00000068,1255,1566,2821
WBGene00000069,65,264,329
WBGene00000070,256,1295,1551
WBGene00000071,33,236,269
WBGene00000072,93,868,961
WBGene00000073,52,379,431
WBGene00000074,80,540,620
WBGene00000075,20,122,142
WBGene00000079,179,2656,2835
WBGene00000080,6,199,205
WBGene00000081,40,575,615
WBGene00000082,72,113,185
WBGene00000083,315,1850,2165
WBGene00000084,29,48,77
WBGene00000085,33,289,322
WBGene00000086,98,880,978
WBGene00000088,56,236,292
WBGene00000089,115,2204,2319
WBGene00000090,87,707,794
WBGene00000092,350,2579,2929
WBGene00000093,34,558,592
WBGene00000094,82,587,669
WBGene00000095,113,1449,1562
WBGene00000096,131,436,567
WBGene00000097,63,1002,1065
WBGene00000098,60,721,781
WBGene00000099,40,602,642
WBGene00000100,375,3262,3637
WBGene00000101,127,1355,1482
WBGene00000102,302,3504,3806
WBGene00000103,89,1128,1217
WBGene00000105,85,2587,2672
WBGene00000106,32,1028,1060
WBGene00000107,460,4348,4808
WBGene00000108,6,1,7
WBGene00000109,15,522,537
WBGene00000110,64,1414,1478
WBGene00000111,51,342,393
WBGene00000112,327,3129,3456
WBGene00000113,182,403,585
WBGene00000114,214,37937,38151
WBGene00000115,27,951,978
WBGene00000116,76,477,553
WBGene00000117,242,432,674
WBGene00000118,16,6250,6266
WBGene00000120,8,1807,1815
WBGene00000121,28,1623,1651
WBGene00000122,54,5767,5821
WBGene00000123,208,3737,3945
WBGene00000133,6,10,16
WBGene00000134,137,220,357
WBGene00000135,28,227,255
WBGene00000136,17,137,154
WBGene00000137,68,309,377
WBGene00000138,55,288,343
WBGene00000139,74,49,123
WBGene00000140,687,37026,37713
WBGene00000142,41,746,787
WBGene00000143,92,516,608
WBGene00000144,29,235,264
WBGene00000145,6,360,366
WBGene00000146,239,1925,2164
WBGene00000147,5,419,424
WBGene00000148,91,855,946
WBGene00000149,405,9302,9707
WBGene00000150,94,753,847
WBGene00000151,13,574,587
WBGene00000155,16,790,806
WBGene00000156,35,604,639
WBGene00000157,60,1860,1920
WBGene00000158,353,1635,1988
WBGene00000159,27,1884,1911
WBGene00000160,426,1949,2375
WBGene00000161,100,2001,2101
WBGene00000162,356,1651,2007
WBGene00000163,55,1594,1649
WBGene00000164,111,782,893
WBGene00000165,30,825,855
WBGene00000166,41,348,389
WBGene00000168,271,224,495
WBGene00000169,26,580,606
WBGene00000170,1425,15640,17065
WBGene00000171,8,1,9
WBGene00000172,137,425,562
WBGene00000173,8,108,116
WBGene00000174,25,75,100
WBGene00000175,1869,24525,26394
WBGene00000176,2,596,598
WBGene00000177,256,1155,1411
WBGene00000178,136,1241,1377
WBGene00000179,274,1393,1667
WBGene00000180,44,634,678
WBGene00000181,621,3914,4535
WBGene00000182,141,9393,9534
WBGene00000183,194,10053,10247
WBGene00000184,115,1026,1141
WBGene00000185,4,34,38
WBGene00000186,384,3186,3570
WBGene00000187,8,935,943
WBGene00000188,0,172,172
WBGene00000189,12,285,297
WBGene00000190,36,115,151
WBGene00000192,10,1685,1695
WBGene00000193,26,90,116
WBGene00000195,77,921,998
WBGene00000196,132,1062,1194
WBGene00000197,35,2962,2997
WBGene00000198,194,1736,1930
