gene_id,total_unsp,total_sp,total
WBGene00000001.,21,495,516
WBGene00000002.,46,193,239
WBGene00000003.,5,135,140
WBGene00000004.,139,731,870
WBGene00000005.,9,13,22
WBGene00000006.,265,1720,1985
WBGene00000007.,31,50,81
WBGene00000008.,21,12,33
WBGene00000009.,31,91,122
WBGene00000010.,45,224,269
WBGene00000012.,29,28,57
WBGene00000013.,0,582,582
WBGene00000014.,2,2,4
WBGene00000015.,0,33,33
WBGene00000016.,118,2351,2469
WBGene00000017.,26,2766,2792
WBGene00000018.,270,590,860
WBGene00000019.,39,10,49
WBGene00000020.,267,594,861
WBGene00000021.,41,14,55
WBGene00000022.,37,443,480
WBGene00000023.,28,23,51
WBGene00000024.,0,3,3
WBGene00000025.,4,37,41
WBGene00000026.,1,4,5
WBGene00000027.,1,1,2
WBGene00000028.,0,0,0
WBGene00000029.,0,1,1
WBGene00000030.,0,22,22
WBGene00000031.,2,26,28
WBGene00000032.,0,0,0
WBGene00000033.,8,8,16
WBGene00000034.,1,27,28
WBGene00000035.,268,333,601
WBGene00000036.,193,670,863
WBGene00000037.,53,431,484
WBGene00000038.,84,89,173
WBGene00000039.,15,20,35
WBGene00000040.,29,1555,1584
WBGene00000041.,141,2739,2880
WBGene00000042.,96,148,244
WBGene00000043.,29,42,71
WBGene00000044.,65,48,113
WBGene00000045.,16,14,30
WBGene00000046.,234,308,542
WBGene00000047.,45,115,160
WBGene00000048.,20,90,110
WBGene00000049.,29,45,74
WBGene00000050.,30,89,119
WBGene00000051.,38,140,178
WBGene00000053.,9,20,29
WBGene00000054.,26,95,121
WBGene00000055.,17,122,139
WBGene00000056.,23,79,102
WBGene00000057.,64,45,109
WBGene00000058.,150,259,409
WBGene00000059.,44,65,109
WBGene00000060.,65,71,136
WBGene00000061.,60,150,210
WBGene00000062.,139,89,228
WBGene00000063.,32,25769,25801
WBGene00000064.,180,3922,4102
WBGene00000065.,109,10693,10802
WBGene00000066.,1915,126534,128449
WBGene00000067.,110,1753,1863
WBGene00000068.,1877,959,2836
WBGene00000069.,63,198,261
WBGene00000070.,253,554,807
WBGene00000071.,51,145,196
WBGene00000072.,113,527,640
WBGene00000073.,134,629,763
WBGene00000074.,198,730,928
WBGene00000075.,25,99,124
WBGene00000079.,193,416,609
WBGene00000080.,43,670,713
WBGene00000081.,527,4021,4548
WBGene00000082.,79,95,174
WBGene00000083.,180,403,583
