gene_id,total_unsp,total_sp,total
WBGene00000001.,8,507,515
WBGene00000002.,22,205,227
WBGene00000003.,0,125,125
WBGene00000004.,90,672,762
WBGene00000005.,1,2,3
WBGene00000006.,233,1448,1681
WBGene00000007.,3,11,14
WBGene00000008.,5,6,11
WBGene00000009.,13,20,33
WBGene00000010.,30,212,242
WBGene00000012.,16,22,38
WBGene00000013.,0,380,380
WBGene00000014.,1,2,3
WBGene00000015.,0,17,17
WBGene00000016.,39,1165,1204
WBGene00000017.,4,899,903
WBGene00000018.,148,331,479
WBGene00000019.,15,5,20
WBGene00000020.,94,393,487
WBGene00000021.,6,2,8
WBGene00000022.,15,153,168
WBGene00000023.,9,9,18
WBGene00000024.,0,4,4
WBGene00000025.,0,4,4
WBGene00000026.,0,0,0
WBGene00000027.,0,3,3
WBGene00000028.,0,2,2
WBGene00000029.,0,0,0
WBGene00000030.,0,2,2
WBGene00000031.,0,11,11
WBGene00000032.,0,0,0
WBGene00000033.,0,5,5
WBGene00000034.,2,29,31
WBGene00000035.,290,360,650
WBGene00000036.,87,411,498
WBGene00000037.,25,403,428
WBGene00000038.,27,30,57
WBGene00000039.,5,5,10
WBGene00000040.,14,610,624
WBGene00000041.,131,2363,2494
WBGene00000042.,41,92,133
WBGene00000043.,19,54,73
WBGene00000044.,34,39,73
WBGene00000045.,8,15,23
WBGene00000046.,78,126,204
WBGene00000047.,46,146,192
WBGene00000048.,2,32,34
WBGene00000049.,12,20,32
WBGene00000050.,11,25,36
WBGene00000051.,11,56,67
WBGene00000053.,10,16,26
WBGene00000054.,13,59,72
WBGene00000055.,8,125,133
WBGene00000056.,22,47,69
WBGene00000057.,41,73,114
WBGene00000058.,86,171,257
WBGene00000059.,21,56,77
WBGene00000060.,33,57,90
WBGene00000061.,12,36,48
WBGene00000062.,75,69,144
WBGene00000063.,7,38096,38103
WBGene00000064.,112,4024,4136
WBGene00000065.,66,12650,12716
WBGene00000066.,1309,128306,129615
WBGene00000067.,18,670,688
WBGene00000068.,1400,750,2150
WBGene00000069.,21,87,108
WBGene00000070.,146,385,531
WBGene00000071.,17,103,120
WBGene00000072.,72,333,405
WBGene00000073.,57,300,357
WBGene00000074.,156,396,552
WBGene00000075.,15,54,69
WBGene00000079.,133,418,551
WBGene00000080.,15,586,601
WBGene00000081.,106,1094,1200
WBGene00000082.,62,61,123
WBGene00000083.,126,364,490
WBGene00000084.,30,85,115
WBGene00000085.,35,148,183
WBGene00000086.,91,376,467
WBGene00000088.,49,247,296
WBGene00000089.,51,539,590
WBGene00000090.,56,466,522
WBGene00000092.,201,1823,2024
WBGene00000093.,16,168,184
WBGene00000094.,58,375,433
WBGene00000095.,123,1158,1281
WBGene00000096.,213,510,723
WBGene00000097.,101,871,972
WBGene00000098.,30,469,499
WBGene00000099.,51,385,436
WBGene00000100.,447,3517,3964
WBGene00000101.,121,1050,1171
WBGene00000102.,349,3551,3900
WBGene00000103.,81,1081,1162
WBGene00000105.,48,1645,1693
WBGene00000106.,25,319,344
WBGene00000107.,857,4669,5526
WBGene00000108.,1,3,4
WBGene00000109.,51,1194,1245
WBGene00000110.,91,1446,1537
WBGene00000111.,70,205,275
WBGene00000112.,92,842,934
WBGene00000113.,33,100,133
WBGene00000114.,521,67233,67754
WBGene00000115.,9,347,356
WBGene00000116.,43,170,213
WBGene00000117.,194,294,488
WBGene00000118.,39,11472,11511
WBGene00000120.,4,1093,1097
WBGene00000121.,25,752,777
WBGene00000122.,28,1835,1863
WBGene00000123.,115,1853,1968
WBGene00000133.,14,157,171
WBGene00000134.,37,107,144
WBGene00000135.,25,107,132
WBGene00000136.,10,72,82
WBGene00000137.,50,150,200
WBGene00000138.,27,134,161
WBGene00000139.,55,169,224
WBGene00000140.,735,26859,27594
WBGene00000142.,35,391,426
WBGene00000143.,170,550,720
WBGene00000144.,159,636,795
WBGene00000145.,7,231,238
WBGene00000146.,232,1307,1539
WBGene00000147.,4,343,347
WBGene00000148.,46,388,434
WBGene00000149.,248,4588,4836
WBGene00000150.,81,682,763
WBGene00000151.,9,468,477
WBGene00000155.,7,349,356
WBGene00000156.,69,466,535
WBGene00000157.,28,420,448
WBGene00000158.,249,618,867
WBGene00000159.,20,1247,1267
WBGene00000160.,353,662,1015
WBGene00000161.,21,668,689
WBGene00000162.,282,799,1081
WBGene00000163.,53,1107,1160
WBGene00000164.,59,257,316
WBGene00000165.,14,366,380
WBGene00000166.,18,130,148
WBGene00000168.,191,85,276
WBGene00000169.,18,156,174
WBGene00000170.,952,26859,27811
WBGene00000171.,15,10,25
WBGene00000172.,63,121,184
WBGene00000173.,8,40,48
WBGene00000174.,25,77,102
WBGene00000175.,126,1082,1208
WBGene00000176.,8,78,86
WBGene00000177.,71,188,259
WBGene00000178.,144,1017,1161
WBGene00000179.,138,414,552
WBGene00000180.,25,304,329
WBGene00000181.,309,1478,1787
WBGene00000182.,79,2384,2463
WBGene00000183.,167,2664,2831
WBGene00000184.,149,637,786
WBGene00000185.,4,31,35
WBGene00000186.,283,1184,1467
WBGene00000187.,4,364,368
WBGene00000188.,0,89,89
WBGene00000189.,7,131,138
WBGene00000190.,14,79,93
WBGene00000191.,19,152,171
WBGene00000192.,17,1083,1100
WBGene00000193.,19,79,98
WBGene00000195.,58,548,606
WBGene00000196.,97,528,625
WBGene00000197.,18,981,999
WBGene00000198.,93,558,651
WBGene00000199.,132,1023,1155
WBGene00000200.,72,1086,1158
WBGene00000201.,437,2142,2579
WBGene00000202.,5,257,262
WBGene00000203.,8,498,506
WBGene00000204.,72,1173,1245
WBGene00000205.,8,512,520
WBGene00000206.,54,626,680
WBGene00000207.,800,12512,13312
WBGene00000208.,714,622,1336
WBGene00000209.,648,3525,4173
WBGene00000210.,3099,15612,18711
WBGene00000211.,72,170,242
WBGene00000212.,75,272,347
WBGene00000213.,22,199,221
WBGene00000214.,0,29045,29045
WBGene00000215.,124,1045,1169
WBGene00000216.,37,8134,8171
WBGene00000217.,2327,13840,16167
WBGene00000218.,173,7941,8114
WBGene00000219.,34,17524,17558
WBGene00000220.,28,185,213
WBGene00000221.,0,1094,1094
WBGene00000222.,57,501,558
WBGene00000223.,401,1969,2370
WBGene00000224.,212,1582,1794
WBGene00000225.,90,761,851
WBGene00000226.,153,864,1017
WBGene00000227.,134,474,608
WBGene00000228.,151,1631,1782
WBGene00000229.,2154,29209,31363
WBGene00000230.,116,14017,14133
WBGene00000231.,135,879,1014
WBGene00000232.,105,372,477
WBGene00000233.,103,290,393
WBGene00000235.,5,1685,1690
WBGene00000236.,118,461,579
WBGene00000237.,40,184,224
WBGene00000238.,45,139,184
WBGene00000239.,17,44,61
WBGene00000240.,1592,6536,8128
WBGene00000241.,13,74,87
WBGene00000242.,27,129,156
WBGene00000244.,24,212,236
WBGene00000245.,47,635,682
WBGene00000246.,23,38,61
WBGene00000247.,48,856,904
WBGene00000248.,154,703,857
WBGene00000249.,25,1003,1028
WBGene00000250.,18,386,404
WBGene00000251.,0,4,4
WBGene00000252.,0,11,11
WBGene00000253.,43,206,249
WBGene00000254.,349,1169,1518
WBGene00000255.,7,7,14
WBGene00000256.,0,4,4
WBGene00000257.,40,781,821
WBGene00000259.,96,620,716
WBGene00000262.,5,207,212
WBGene00000263.,3076,14919,17995
WBGene00000264.,138,270,408
WBGene00000265.,71,248,319
WBGene00000266.,82,541,623
WBGene00000267.,53,133,186
WBGene00000268.,313,518,831
WBGene00000269.,104,311,415
WBGene00000270.,15,254,269
WBGene00000271.,36,450,486
WBGene00000272.,14,26,40
WBGene00000273.,414,9716,10130
WBGene00000274.,193,447,640
WBGene00000275.,11,440,451
WBGene00000276.,187,4046,4233
WBGene00000277.,1469,10561,12030
WBGene00000279.,13,61,74
WBGene00000280.,19,104,123
WBGene00000281.,36,1903,1939
WBGene00000282.,209,1387,1596
WBGene00000283.,60,604,664
WBGene00000284.,13,380,393
WBGene00000285.,283,3363,3646
WBGene00000286.,1064,6149,7213
WBGene00000287.,88,335,423
WBGene00000288.,123,852,975
WBGene00000289.,133,578,711
WBGene00000292.,260,2557,2817
WBGene00000293.,335,5713,6048
WBGene00000294.,194,2873,3067
WBGene00000295.,22,107,129
WBGene00000296.,6,16,22
WBGene00000298.,29,940,969
WBGene00000301.,8,8198,8206
WBGene00000302.,12,48,60
WBGene00000308.,18,33,51
WBGene00000310.,0,0,0
WBGene00000311.,0,0,0
WBGene00000366.,190,3174,3364
WBGene00000367.,238,1010,1248
WBGene00000368.,183,1202,1385
WBGene00000369.,3,721,724
WBGene00000370.,2800,12166,14966
WBGene00000371.,3810,23495,27305
WBGene00000372.,12,196,208
WBGene00000373.,35,123,158
WBGene00000374.,144,589,733
WBGene00000375.,27,147,174
WBGene00000376.,278,819,1097
WBGene00000377.,50,4007,4057
WBGene00000378.,19,3589,3608
WBGene00000379.,725,6349,7074
WBGene00000380.,599,9148,9747
WBGene00000381.,30,2156,2186
WBGene00000382.,29,300,329
WBGene00000383.,148,2206,2354
WBGene00000386.,10,111,121
WBGene00000387.,219,128,347
WBGene00000388.,1,6,7
WBGene00000389.,1,0,1
WBGene00000390.,86,2002,2088
WBGene00000391.,315,1066,1381
WBGene00000392.,0,18,18
WBGene00000393.,88,506,594
WBGene00000395.,38,144,182
WBGene00000396.,49,1095,1144
WBGene00000397.,2,8,10
WBGene00000399.,4,6,10
WBGene00000401.,33,20,53
WBGene00000402.,75,6,81
WBGene00000403.,359,3991,4350
WBGene00000405.,50,1229,1279
WBGene00000406.,21,168,189
WBGene00000407.,184,571,755
WBGene00000408.,241,670,911
WBGene00000409.,90,443,533
WBGene00000410.,145,572,717
WBGene00000411.,18,887,905
