gene_id,total_unsp,total_sp,total
WBGene00000001.,21,545,566
WBGene00000002.,25,463,488
WBGene00000003.,3,286,289
WBGene00000004.,125,1184,1309
WBGene00000005.,4,16,20
WBGene00000006.,240,2188,2428
WBGene00000007.,5,45,50
WBGene00000008.,7,9,16
WBGene00000009.,10,11,21
WBGene00000010.,32,264,296
WBGene00000012.,17,22,39
WBGene00000013.,0,49,49
WBGene00000014.,1,4,5
WBGene00000015.,3,148,151
WBGene00000016.,53,3061,3114
WBGene00000017.,9,1642,1651
WBGene00000018.,253,1089,1342
WBGene00000019.,10,6,16
WBGene00000020.,171,548,719
WBGene00000021.,9,1,10
WBGene00000022.,17,267,284
WBGene00000023.,12,67,79
WBGene00000024.,0,1,1
WBGene00000025.,0,7,7
WBGene00000026.,0,0,0
WBGene00000027.,0,0,0
WBGene00000028.,0,0,0
WBGene00000029.,0,21,21
WBGene00000030.,0,16,16
WBGene00000031.,2,560,562
WBGene00000032.,0,0,0
WBGene00000033.,3,27,30
WBGene00000034.,3,9,12
WBGene00000035.,269,645,914
WBGene00000036.,85,491,576
WBGene00000037.,61,1753,1814
WBGene00000038.,80,150,230
WBGene00000039.,16,540,556
WBGene00000040.,22,3128,3150
WBGene00000041.,379,12415,12794
WBGene00000042.,74,257,331
WBGene00000043.,55,146,201
WBGene00000044.,82,132,214
WBGene00000045.,18,29,47
WBGene00000046.,42,77,119
WBGene00000047.,96,774,870
WBGene00000048.,23,76,99
WBGene00000049.,6,11,17
WBGene00000050.,7,54,61
WBGene00000051.,27,284,311
WBGene00000053.,18,56,74
WBGene00000054.,46,358,404
WBGene00000055.,13,306,319
WBGene00000056.,41,115,156
WBGene00000057.,76,137,213
WBGene00000058.,130,243,373
WBGene00000059.,24,111,135
WBGene00000060.,84,200,284
WBGene00000061.,15,65,80
WBGene00000062.,49,109,158
WBGene00000063.,9,102804,102813
WBGene00000064.,263,10720,10983
WBGene00000065.,387,103255,103642
WBGene00000066.,1177,140380,141557
WBGene00000067.,153,3956,4109
WBGene00000068.,1241,1569,2810
WBGene00000069.,65,263,328
WBGene00000070.,249,1309,1558
WBGene00000071.,33,236,269
WBGene00000072.,96,867,963
WBGene00000073.,47,377,424
WBGene00000074.,81,548,629
WBGene00000075.,20,133,153
WBGene00000079.,189,1212,1401
WBGene00000080.,27,761,788
WBGene00000081.,40,570,610
WBGene00000082.,72,78,150
WBGene00000083.,206,1854,2060
WBGene00000084.,29,48,77
WBGene00000085.,33,290,323
WBGene00000086.,95,882,977
WBGene00000088.,55,230,285
WBGene00000089.,115,2214,2329
WBGene00000090.,87,705,792
WBGene00000092.,356,2585,2941
WBGene00000093.,44,555,599
WBGene00000094.,83,589,672
WBGene00000095.,113,1447,1560
WBGene00000096.,133,446,579
WBGene00000097.,63,1004,1067
WBGene00000098.,35,718,753
WBGene00000099.,41,608,649
WBGene00000100.,357,3274,3631
WBGene00000101.,122,1364,1486
WBGene00000102.,310,3498,3808
WBGene00000103.,90,1130,1220
WBGene00000105.,44,2619,2663
WBGene00000106.,32,1034,1066
WBGene00000107.,453,4347,4800
WBGene00000108.,6,3,9
WBGene00000109.,15,521,536
WBGene00000110.,48,1427,1475
WBGene00000111.,50,343,393
WBGene00000112.,265,3178,3443
WBGene00000113.,53,404,457
WBGene00000114.,256,37567,37823
WBGene00000115.,27,952,979
WBGene00000116.,75,476,551
WBGene00000117.,224,434,658
WBGene00000118.,16,6254,6270
WBGene00000120.,8,1805,1813
WBGene00000121.,28,1624,1652
WBGene00000122.,54,5769,5823
WBGene00000123.,207,3765,3972
WBGene00000133.,6,10,16
WBGene00000134.,136,220,356
WBGene00000135.,27,234,261
WBGene00000136.,17,140,157
WBGene00000137.,68,316,384
WBGene00000138.,31,310,341
WBGene00000139.,72,51,123
WBGene00000140.,754,36919,37673
WBGene00000142.,41,745,786
WBGene00000143.,108,479,587
WBGene00000144.,31,234,265
WBGene00000145.,6,350,356
WBGene00000146.,239,1926,2165
WBGene00000147.,5,419,424
WBGene00000148.,91,855,946
WBGene00000149.,404,9349,9753
WBGene00000150.,94,753,847
WBGene00000151.,13,560,573
WBGene00000155.,16,791,807
WBGene00000156.,35,604,639
WBGene00000157.,60,1872,1932
WBGene00000158.,353,1646,1999
WBGene00000159.,27,1885,1912
WBGene00000160.,426,1951,2377
WBGene00000161.,27,2019,2046
WBGene00000162.,348,1651,1999
WBGene00000163.,55,1590,1645
WBGene00000164.,108,783,891
WBGene00000165.,30,828,858
WBGene00000166.,41,373,414
WBGene00000168.,268,224,492
WBGene00000169.,26,594,620
WBGene00000170.,542,16151,16693
WBGene00000171.,8,1,9
WBGene00000172.,137,425,562
WBGene00000173.,8,110,118
WBGene00000174.,25,75,100
WBGene00000175.,1899,24527,26426
WBGene00000176.,3,640,643
WBGene00000177.,255,1206,1461
WBGene00000178.,136,1233,1369
WBGene00000179.,274,1394,1668
WBGene00000180.,44,639,683
WBGene00000181.,627,3912,4539
WBGene00000182.,141,9409,9550
WBGene00000183.,194,9412,9606
WBGene00000184.,116,675,791
WBGene00000185.,4,10,14
WBGene00000186.,384,3187,3571
WBGene00000187.,8,933,941
WBGene00000188.,0,172,172
WBGene00000189.,10,284,294
WBGene00000190.,11,38,49
WBGene00000191.,11,79,90
WBGene00000192.,10,1697,1707
WBGene00000193.,26,134,160
WBGene00000195.,77,920,997
WBGene00000196.,132,1143,1275
WBGene00000197.,35,2931,2966
WBGene00000198.,194,1735,1929
WBGene00000199.,203,2597,2800
WBGene00000200.,88,1719,1807
WBGene00000201.,431,3005,3436
WBGene00000202.,6,593,599
WBGene00000203.,18,1600,1618
WBGene00000204.,64,1713,1777
WBGene00000205.,13,1338,1351
WBGene00000206.,112,1568,1680
WBGene00000207.,1060,29469,30529
WBGene00000208.,402,571,973
WBGene00000209.,1099,10645,11744
WBGene00000210.,3512,30347,33859
WBGene00000211.,132,416,548
WBGene00000212.,16,66,82
WBGene00000213.,10,64,74
WBGene00000214.,0,12125,12125
WBGene00000215.,90,1265,1355
WBGene00000216.,11,3883,3894
WBGene00000217.,1254,11892,13146
WBGene00000218.,75,3456,3531
WBGene00000219.,4,3327,3331
