gene_id,total_unsp,total_sp,total
WBGene00000001.,12,755,767
WBGene00000002.,49,777,826
WBGene00000003.,4,481,485
WBGene00000004.,149,1635,1784
WBGene00000005.,4,15,19
WBGene00000006.,290,2682,2972
WBGene00000007.,6,31,37
WBGene00000008.,18,8,26
WBGene00000009.,9,19,28
WBGene00000010.,34,359,393
WBGene00000012.,16,25,41
WBGene00000013.,0,82,82
WBGene00000014.,2,7,9
WBGene00000015.,2,80,82
WBGene00000016.,18,1334,1352
WBGene00000017.,8,3476,3484
WBGene00000018.,298,1247,1545
WBGene00000019.,12,5,17
WBGene00000020.,135,446,581
WBGene00000021.,7,0,7
WBGene00000022.,6,131,137
WBGene00000023.,9,34,43
WBGene00000024.,0,14,14
WBGene00000025.,0,5,5
WBGene00000026.,0,2,2
WBGene00000027.,0,2,2
WBGene00000028.,0,0,0
WBGene00000029.,0,8,8
WBGene00000030.,0,19,19
WBGene00000031.,1,758,759
WBGene00000032.,0,0,0
WBGene00000033.,1,47,48
WBGene00000034.,1,25,26
WBGene00000035.,252,850,1102
WBGene00000036.,97,425,522
WBGene00000037.,47,1431,1478
WBGene00000038.,56,95,151
WBGene00000039.,31,1163,1194
WBGene00000040.,39,5017,5056
WBGene00000041.,468,16900,17368
WBGene00000042.,48,217,265
WBGene00000043.,38,137,175
WBGene00000044.,36,110,146
WBGene00000045.,12,26,38
WBGene00000046.,71,105,176
WBGene00000047.,128,945,1073
WBGene00000048.,17,67,84
WBGene00000049.,1,12,13
WBGene00000050.,9,46,55
WBGene00000051.,35,225,260
WBGene00000053.,19,35,54
WBGene00000054.,42,369,411
WBGene00000055.,7,271,278
WBGene00000056.,28,75,103
WBGene00000057.,80,125,205
WBGene00000058.,113,243,356
WBGene00000059.,19,86,105
WBGene00000060.,56,162,218
WBGene00000061.,13,72,85
WBGene00000062.,58,87,145
WBGene00000063.,12,142755,142767
WBGene00000064.,344,17118,17462
WBGene00000065.,585,149162,149747
WBGene00000066.,1592,213752,215344
WBGene00000067.,78,2104,2182
WBGene00000068.,1399,1551,2950
WBGene00000069.,38,144,182
WBGene00000070.,297,1514,1811
WBGene00000071.,31,180,211
WBGene00000072.,74,774,848
WBGene00000073.,65,524,589
WBGene00000074.,122,743,865
WBGene00000075.,25,141,166
WBGene00000079.,244,1752,1996
WBGene00000080.,39,1120,1159
WBGene00000081.,43,388,431
WBGene00000082.,57,103,160
WBGene00000083.,277,3116,3393
WBGene00000084.,26,30,56
WBGene00000085.,48,449,497
WBGene00000086.,96,718,814
WBGene00000088.,43,159,202
WBGene00000089.,96,2074,2170
WBGene00000090.,90,961,1051
WBGene00000092.,272,2454,2726
WBGene00000093.,48,771,819
WBGene00000094.,95,1058,1153
WBGene00000095.,173,2259,2432
WBGene00000096.,314,897,1211
WBGene00000097.,125,1994,2119
WBGene00000098.,47,1364,1411
WBGene00000099.,108,1254,1362
WBGene00000100.,445,3914,4359
WBGene00000101.,142,1882,2024
WBGene00000102.,381,5161,5542
WBGene00000103.,121,1719,1840
WBGene00000105.,49,3078,3127
WBGene00000106.,82,1680,1762
WBGene00000107.,688,7156,7844
WBGene00000108.,6,2,8
WBGene00000109.,22,919,941
WBGene00000110.,101,2471,2572
WBGene00000111.,122,562,684
WBGene00000112.,289,4376,4665
WBGene00000113.,43,545,588
WBGene00000114.,367,52317,52684
WBGene00000115.,49,2114,2163
WBGene00000116.,121,761,882
WBGene00000117.,269,588,857
WBGene00000118.,16,9233,9249
WBGene00000120.,9,3396,3405
WBGene00000121.,56,2820,2876
WBGene00000122.,85,9168,9253
WBGene00000123.,272,5482,5754
WBGene00000133.,4,21,25
WBGene00000134.,43,153,196
WBGene00000135.,13,136,149
WBGene00000136.,7,78,85
WBGene00000137.,110,549,659
WBGene00000138.,42,381,423
WBGene00000139.,53,65,118
WBGene00000140.,817,41404,42221
WBGene00000142.,57,1158,1215
WBGene00000143.,189,817,1006
WBGene00000144.,79,595,674
WBGene00000145.,11,530,541
WBGene00000146.,334,2752,3086
WBGene00000147.,7,603,610
WBGene00000148.,137,1228,1365
WBGene00000149.,366,10358,10724
WBGene00000150.,107,1068,1175
WBGene00000151.,17,862,879
WBGene00000155.,14,1074,1088
WBGene00000156.,59,1037,1096
WBGene00000157.,102,2697,2799
WBGene00000158.,418,2230,2648
WBGene00000159.,37,3226,3263
WBGene00000160.,535,1932,2467
WBGene00000161.,30,2503,2533
WBGene00000162.,439,2091,2530
WBGene00000163.,108,2221,2329
WBGene00000164.,172,1235,1407
WBGene00000165.,30,1292,1322
WBGene00000166.,23,263,286
WBGene00000168.,537,348,885
WBGene00000169.,17,311,328
WBGene00000170.,911,27529,28440
WBGene00000171.,16,2,18
WBGene00000172.,35,129,164
WBGene00000173.,4,29,33
WBGene00000174.,11,79,90
WBGene00000175.,2234,32779,35013
WBGene00000176.,9,1570,1579
WBGene00000177.,331,1752,2083
WBGene00000178.,205,2055,2260
WBGene00000179.,354,2147,2501
WBGene00000180.,60,851,911
WBGene00000181.,1038,5589,6627
WBGene00000182.,205,14554,14759
WBGene00000183.,265,15597,15862
WBGene00000184.,173,1323,1496
WBGene00000185.,6,24,30
WBGene00000186.,523,4665,5188
WBGene00000187.,3,1430,1433
WBGene00000188.,0,167,167
WBGene00000189.,20,569,589
WBGene00000190.,7,25,32
WBGene00000191.,8,79,87
WBGene00000192.,21,2408,2429
WBGene00000193.,10,130,140
WBGene00000195.,95,1254,1349
WBGene00000196.,188,1650,1838
WBGene00000197.,65,4156,4221
WBGene00000198.,202,2063,2265
WBGene00000199.,246,3734,3980
WBGene00000200.,111,2618,2729
WBGene00000201.,599,4398,4997
WBGene00000202.,5,678,683
WBGene00000203.,21,2427,2448
WBGene00000204.,102,2863,2965
WBGene00000205.,8,1893,1901
WBGene00000206.,204,2690,2894
WBGene00000207.,1399,42647,44046
WBGene00000208.,422,808,1230
WBGene00000209.,1557,16586,18143
WBGene00000210.,4770,44842,49612
WBGene00000211.,158,571,729
WBGene00000212.,12,68,80
WBGene00000213.,3,53,56
WBGene00000214.,0,6472,6472
WBGene00000215.,73,733,806
WBGene00000216.,7,2001,2008
WBGene00000217.,1998,21134,23132
WBGene00000218.,27,1724,1751
WBGene00000219.,11,1849,1860
WBGene00000220.,78,981,1059
WBGene00000221.,0,2205,2205
WBGene00000222.,121,1424,1545
WBGene00000223.,609,5228,5837
WBGene00000224.,306,4113,4419
WBGene00000225.,194,2527,2721
WBGene00000226.,204,1744,1948
WBGene00000227.,218,1357,1575
WBGene00000228.,701,14613,15314
WBGene00000229.,3092,104494,107586
WBGene00000230.,361,40752,41113
WBGene00000231.,229,2632,2861
WBGene00000232.,249,1248,1497
WBGene00000233.,136,577,713
WBGene00000235.,10,8922,8932
WBGene00000236.,268,1941,2209
WBGene00000237.,83,581,664
WBGene00000238.,81,640,721
WBGene00000239.,97,496,593
WBGene00000240.,547,2595,3142
WBGene00000241.,18,110,128
WBGene00000242.,32,249,281
WBGene00000244.,46,333,379
WBGene00000245.,316,5907,6223
WBGene00000246.,60,114,174
WBGene00000247.,62,1460,1522
WBGene00000248.,360,3969,4329
WBGene00000249.,37,2369,2406
WBGene00000250.,10,292,302
WBGene00000251.,0,1,1
WBGene00000252.,0,1,1
WBGene00000253.,73,443,516
WBGene00000254.,432,2209,2641
WBGene00000255.,3,11,14
WBGene00000256.,1,23,24
WBGene00000257.,83,1827,1910
WBGene00000259.,114,907,1021
WBGene00000262.,15,656,671
WBGene00000263.,6004,50646,56650
WBGene00000264.,290,583,873
WBGene00000265.,152,561,713
WBGene00000266.,336,3999,4335
WBGene00000267.,42,151,193
WBGene00000268.,495,1185,1680
WBGene00000269.,131,758,889
WBGene00000270.,27,428,455
WBGene00000271.,45,809,854
WBGene00000272.,20,281,301
WBGene00000273.,128,3702,3830
WBGene00000274.,263,1040,1303
WBGene00000275.,35,1469,1504
WBGene00000276.,213,4879,5092
WBGene00000277.,1633,17111,18744
WBGene00000279.,17,166,183
WBGene00000280.,54,359,413
WBGene00000281.,47,3280,3327
WBGene00000282.,366,3875,4241
WBGene00000283.,111,2589,2700
WBGene00000284.,23,971,994
WBGene00000285.,322,4553,4875
WBGene00000286.,959,9399,10358
WBGene00000287.,72,209,281
WBGene00000288.,195,2100,2295
WBGene00000289.,322,2148,2470
WBGene00000292.,450,6531,6981
WBGene00000293.,361,9045,9406
WBGene00000294.,211,5451,5662
WBGene00000295.,50,551,601
WBGene00000296.,36,204,240
WBGene00000298.,11,809,820
WBGene00000301.,16,11875,11891
WBGene00000302.,15,62,77
WBGene00000308.,6,1,7
WBGene00000310.,0,0,0
WBGene00000311.,0,0,0
WBGene00000366.,235,5066,5301
WBGene00000367.,397,1554,1951
WBGene00000368.,300,3179,3479
WBGene00000369.,7,2371,2378
WBGene00000370.,4418,17465,21883
WBGene00000371.,4139,60889,65028
WBGene00000372.,2,27,29
WBGene00000373.,91,682,773
WBGene00000374.,126,1110,1236
WBGene00000375.,42,253,295
WBGene00000376.,467,1601,2068
WBGene00000377.,131,15245,15376
WBGene00000378.,53,13722,13775
WBGene00000379.,1139,16835,17974
WBGene00000380.,961,29348,30309
WBGene00000381.,100,12426,12526
WBGene00000382.,40,885,925
WBGene00000383.,108,3341,3449
WBGene00000386.,26,371,397
WBGene00000387.,798,822,1620
WBGene00000388.,7,19,26
WBGene00000389.,1,0,1
WBGene00000390.,150,6046,6196
