gene_id,total_unsp,total_sp,total
WBGene00000001.,28,432,460
WBGene00000002.,45,265,310
WBGene00000003.,5,177,182
WBGene00000004.,125,798,923
WBGene00000005.,29,69,98
WBGene00000006.,314,2224,2538
WBGene00000007.,34,45,79
WBGene00000008.,40,14,54
WBGene00000009.,41,24,65
WBGene00000010.,53,179,232
WBGene00000012.,15,36,51
WBGene00000013.,0,57,57
WBGene00000014.,2,8,10
WBGene00000015.,2,48,50
WBGene00000016.,124,4383,4507
WBGene00000017.,15,2500,2515
WBGene00000018.,309,754,1063
WBGene00000019.,79,21,100
WBGene00000020.,300,509,809
WBGene00000021.,74,15,89
WBGene00000022.,20,298,318
WBGene00000023.,49,33,82
WBGene00000024.,0,9,9
WBGene00000025.,0,16,16
WBGene00000026.,0,10,10
WBGene00000027.,1,4,5
WBGene00000028.,0,1,1
WBGene00000029.,0,1,1
WBGene00000030.,0,11,11
WBGene00000031.,1,77,78
WBGene00000032.,0,0,0
WBGene00000033.,11,14,25
WBGene00000034.,8,53,61
WBGene00000035.,388,592,980
WBGene00000036.,118,465,583
WBGene00000037.,81,985,1066
WBGene00000038.,88,155,243
WBGene00000039.,26,380,406
WBGene00000040.,37,3033,3070
WBGene00000041.,414,9584,9998
WBGene00000042.,103,115,218
WBGene00000043.,47,87,134
WBGene00000044.,81,55,136
WBGene00000045.,31,33,64
WBGene00000046.,157,171,328
WBGene00000047.,80,296,376
WBGene00000048.,32,71,103
WBGene00000049.,30,42,72
WBGene00000050.,41,94,135
WBGene00000051.,59,135,194
WBGene00000053.,29,29,58
WBGene00000054.,36,137,173
WBGene00000055.,26,127,153
WBGene00000056.,47,96,143
WBGene00000057.,101,89,190
WBGene00000058.,143,176,319
WBGene00000059.,54,71,125
WBGene00000060.,79,78,157
WBGene00000061.,63,264,327
WBGene00000062.,165,86,251
WBGene00000063.,31,62808,62839
WBGene00000064.,432,11025,11457
WBGene00000065.,678,66039,66717
WBGene00000066.,1548,100627,102175
WBGene00000067.,324,5885,6209
WBGene00000068.,2033,680,2713
WBGene00000069.,59,199,258
WBGene00000070.,307,893,1200
WBGene00000071.,76,210,286
WBGene00000072.,141,514,655
WBGene00000073.,60,351,411
WBGene00000074.,175,322,497
WBGene00000075.,39,144,183
WBGene00000079.,177,896,1073
WBGene00000080.,26,528,554
WBGene00000081.,89,747,836
WBGene00000082.,119,78,197
WBGene00000083.,174,980,1154
WBGene00000084.,80,57,137
WBGene00000085.,87,168,255
WBGene00000086.,114,457,571
WBGene00000088.,86,227,313
WBGene00000089.,116,1297,1413
WBGene00000090.,87,576,663
WBGene00000092.,283,1340,1623
WBGene00000093.,41,293,334
WBGene00000094.,89,507,596
WBGene00000095.,129,1184,1313
WBGene00000096.,302,342,644
WBGene00000097.,181,1974,2155
WBGene00000098.,41,539,580
WBGene00000099.,88,501,589
WBGene00000100.,656,2939,3595
WBGene00000101.,111,1091,1202
WBGene00000102.,282,2503,2785
WBGene00000103.,139,1372,1511
WBGene00000105.,40,1370,1410
WBGene00000106.,50,760,810
WBGene00000107.,817,4812,5629
WBGene00000108.,33,6,39
WBGene00000109.,22,404,426
WBGene00000110.,56,1395,1451
WBGene00000111.,102,234,336
WBGene00000112.,193,3243,3436
WBGene00000113.,43,271,314
WBGene00000114.,282,23911,24193
WBGene00000115.,36,999,1035
WBGene00000116.,100,317,417
WBGene00000117.,212,429,641
WBGene00000118.,10,4495,4505
WBGene00000120.,4,1412,1416
WBGene00000121.,65,1366,1431
WBGene00000122.,84,5893,5977
WBGene00000123.,161,2609,2770
WBGene00000133.,37,22,59
WBGene00000134.,58,100,158
WBGene00000135.,66,124,190
WBGene00000136.,66,340,406
WBGene00000137.,79,270,349
WBGene00000138.,63,268,331
WBGene00000139.,91,52,143
WBGene00000140.,694,23374,24068
WBGene00000142.,51,518,569
WBGene00000143.,153,405,558
WBGene00000144.,85,341,426
WBGene00000145.,11,242,253
WBGene00000146.,268,1156,1424
WBGene00000147.,6,335,341
WBGene00000148.,93,681,774
WBGene00000149.,275,5774,6049
WBGene00000150.,149,615,764
WBGene00000151.,16,403,419
WBGene00000155.,24,685,709
WBGene00000156.,58,498,556
WBGene00000157.,88,1456,1544
WBGene00000158.,562,1254,1816
WBGene00000159.,35,1284,1319
WBGene00000160.,459,1547,2006
WBGene00000161.,37,1379,1416
WBGene00000162.,353,1223,1576
WBGene00000163.,62,1157,1219
WBGene00000164.,125,533,658
WBGene00000165.,36,516,552
WBGene00000166.,30,207,237
WBGene00000168.,329,166,495
WBGene00000169.,92,897,989
WBGene00000170.,630,12553,13183
WBGene00000171.,64,8,72
WBGene00000172.,125,503,628
WBGene00000173.,13,68,81
WBGene00000174.,38,58,96
WBGene00000175.,1746,15682,17428
WBGene00000176.,45,379,424
WBGene00000177.,279,686,965
WBGene00000178.,185,1196,1381
WBGene00000179.,274,941,1215
WBGene00000180.,66,591,657
WBGene00000181.,607,2620,3227
WBGene00000182.,215,6352,6567
WBGene00000183.,205,5762,5967
WBGene00000184.,201,871,1072
WBGene00000185.,27,31,58
WBGene00000186.,335,1866,2201
WBGene00000187.,8,663,671
WBGene00000188.,0,201,201
WBGene00000189.,16,306,322
WBGene00000190.,3,20,23
WBGene00000191.,24,109,133
WBGene00000192.,17,1348,1365
WBGene00000193.,63,92,155
WBGene00000195.,100,568,668
WBGene00000196.,129,939,1068
WBGene00000197.,41,2406,2447
WBGene00000198.,241,1649,1890
WBGene00000199.,249,1983,2232
WBGene00000200.,85,1049,1134
WBGene00000201.,528,2676,3204
WBGene00000202.,3,441,444
WBGene00000203.,20,1228,1248
WBGene00000204.,67,1432,1499
WBGene00000205.,12,959,971
WBGene00000206.,102,1104,1206
WBGene00000207.,1269,21901,23170
WBGene00000208.,639,505,1144
WBGene00000209.,1425,9181,10606
WBGene00000210.,4849,25701,30550
WBGene00000211.,149,325,474
WBGene00000212.,72,159,231
WBGene00000213.,39,133,172
WBGene00000214.,0,20728,20728
WBGene00000215.,228,2095,2323
WBGene00000216.,50,7584,7634
WBGene00000217.,1633,9900,11533
WBGene00000218.,125,5478,5603
WBGene00000219.,20,6462,6482
WBGene00000220.,48,336,384
WBGene00000221.,0,1356,1356
WBGene00000222.,87,497,584
WBGene00000223.,476,4166,4642
WBGene00000224.,323,2507,2830
WBGene00000225.,157,1373,1530
WBGene00000226.,155,810,965
WBGene00000227.,398,760,1158
WBGene00000228.,417,7817,8234
WBGene00000229.,2711,56935,59646
WBGene00000230.,303,23338,23641
WBGene00000231.,157,1460,1617
WBGene00000232.,209,780,989
WBGene00000233.,251,587,838
WBGene00000235.,11,3848,3859
WBGene00000236.,325,1475,1800
WBGene00000237.,141,399,540
WBGene00000238.,79,286,365
WBGene00000239.,80,339,419
WBGene00000240.,408,1413,1821
WBGene00000241.,42,65,107
WBGene00000242.,53,181,234
WBGene00000244.,70,311,381
WBGene00000245.,254,3321,3575
WBGene00000246.,65,43,108
WBGene00000247.,58,974,1032
WBGene00000248.,337,2024,2361
WBGene00000249.,31,877,908
WBGene00000250.,27,165,192
WBGene00000251.,9,27,36
WBGene00000252.,1,6,7
