gene_id,total_unsp,total_sp,total
WBGene00000001.,15,852,867
WBGene00000002.,22,616,638
WBGene00000003.,2,393,395
WBGene00000004.,139,1571,1710
WBGene00000005.,0,8,8
WBGene00000006.,276,2993,3269
WBGene00000007.,2,35,37
WBGene00000008.,19,11,30
WBGene00000009.,3,23,26
WBGene00000010.,28,406,434
WBGene00000012.,27,46,73
WBGene00000013.,0,110,110
WBGene00000014.,0,10,10
WBGene00000015.,1,174,175
WBGene00000016.,38,3066,3104
WBGene00000017.,4,2811,2815
WBGene00000018.,279,1389,1668
WBGene00000019.,4,2,6
WBGene00000020.,112,471,583
WBGene00000021.,1,1,2
WBGene00000022.,7,230,237
WBGene00000023.,5,23,28
WBGene00000024.,0,2,2
WBGene00000025.,0,9,9
WBGene00000026.,0,1,1
WBGene00000027.,0,0,0
WBGene00000028.,0,1,1
WBGene00000029.,0,0,0
WBGene00000030.,0,5,5
WBGene00000031.,1,16,17
WBGene00000032.,0,0,0
WBGene00000033.,0,10,10
WBGene00000034.,3,9,12
WBGene00000035.,242,1168,1410
WBGene00000036.,73,407,480
WBGene00000037.,37,1537,1574
WBGene00000038.,41,129,170
WBGene00000039.,19,787,806
WBGene00000040.,28,5597,5625
WBGene00000041.,423,22050,22473
WBGene00000042.,26,157,183
WBGene00000043.,24,88,112
WBGene00000044.,19,50,69
WBGene00000045.,6,19,25
WBGene00000046.,92,153,245
WBGene00000047.,169,1455,1624
WBGene00000048.,11,71,82
WBGene00000049.,4,22,26
WBGene00000050.,16,57,73
WBGene00000051.,29,201,230
WBGene00000053.,6,27,33
WBGene00000054.,43,511,554
WBGene00000055.,17,399,416
WBGene00000056.,21,108,129
WBGene00000057.,80,155,235
WBGene00000058.,105,219,324
WBGene00000059.,12,98,110
WBGene00000060.,42,127,169
WBGene00000061.,12,158,170
WBGene00000062.,58,116,174
WBGene00000063.,10,191398,191408
WBGene00000064.,337,23178,23515
WBGene00000065.,375,201334,201709
WBGene00000066.,1561,354279,355840
WBGene00000067.,94,4797,4891
WBGene00000068.,1070,2039,3109
WBGene00000069.,15,142,157
WBGene00000070.,349,2243,2592
WBGene00000071.,20,167,187
WBGene00000072.,70,818,888
WBGene00000073.,65,477,542
WBGene00000074.,104,729,833
WBGene00000075.,22,169,191
WBGene00000079.,249,2127,2376
WBGene00000080.,40,1192,1232
WBGene00000081.,48,605,653
WBGene00000082.,44,64,108
WBGene00000083.,285,3399,3684
WBGene00000084.,27,60,87
WBGene00000085.,29,271,300
WBGene00000086.,59,624,683
WBGene00000088.,70,317,387
WBGene00000089.,54,1450,1504
WBGene00000090.,83,1073,1156
WBGene00000092.,154,2212,2366
WBGene00000093.,56,936,992
WBGene00000094.,116,1275,1391
WBGene00000095.,176,2398,2574
WBGene00000096.,257,952,1209
WBGene00000097.,106,1960,2066
WBGene00000098.,40,1745,1785
WBGene00000099.,93,1439,1532
WBGene00000100.,390,5794,6184
WBGene00000101.,117,2055,2172
WBGene00000102.,363,4614,4977
WBGene00000103.,110,1691,1801
WBGene00000105.,66,3007,3073
WBGene00000106.,59,1679,1738
WBGene00000107.,903,11914,12817
WBGene00000108.,0,0,0
WBGene00000109.,10,570,580
WBGene00000110.,61,2216,2277
WBGene00000111.,97,574,671
WBGene00000112.,228,6120,6348
WBGene00000113.,56,693,749
WBGene00000114.,221,81181,81402
WBGene00000115.,23,1667,1690
WBGene00000116.,135,870,1005
WBGene00000117.,314,621,935
WBGene00000118.,18,14164,14182
WBGene00000120.,3,3808,3811
WBGene00000121.,44,3548,3592
WBGene00000122.,68,10971,11039
WBGene00000123.,237,6431,6668
WBGene00000133.,3,25,28
WBGene00000134.,53,158,211
WBGene00000135.,10,129,139
WBGene00000136.,2,143,145
WBGene00000137.,114,566,680
WBGene00000138.,34,475,509
WBGene00000139.,72,86,158
WBGene00000140.,773,60652,61425
WBGene00000142.,48,1290,1338
WBGene00000143.,170,1014,1184
WBGene00000144.,71,761,832
WBGene00000145.,7,735,742
WBGene00000146.,363,3289,3652
WBGene00000147.,5,536,541
WBGene00000148.,92,1260,1352
WBGene00000149.,255,9623,9878
WBGene00000150.,64,977,1041
WBGene00000151.,20,1082,1102
WBGene00000155.,11,1320,1331
WBGene00000156.,71,1151,1222
WBGene00000157.,49,2462,2511
WBGene00000158.,453,2525,2978
WBGene00000159.,23,3456,3479
WBGene00000160.,436,1924,2360
WBGene00000161.,29,2419,2448
WBGene00000162.,391,2279,2670
WBGene00000163.,83,2517,2600
WBGene00000164.,129,1327,1456
WBGene00000165.,29,1293,1322
WBGene00000166.,15,237,252
WBGene00000168.,477,255,732
WBGene00000169.,28,837,865
WBGene00000170.,747,27275,28022
WBGene00000171.,3,1,4
WBGene00000172.,102,442,544
WBGene00000173.,9,137,146
WBGene00000174.,7,56,63
WBGene00000175.,2382,55332,57714
WBGene00000176.,6,1293,1299
WBGene00000177.,336,2489,2825
WBGene00000178.,187,2232,2419
WBGene00000179.,327,2446,2773
WBGene00000180.,48,925,973
WBGene00000181.,783,7271,8054
WBGene00000182.,162,16033,16195
WBGene00000183.,211,17819,18030
WBGene00000184.,121,1540,1661
WBGene00000185.,2,39,41
WBGene00000186.,553,5894,6447
WBGene00000187.,1,1300,1301
WBGene00000188.,0,133,133
WBGene00000189.,6,532,538
WBGene00000190.,11,60,71
WBGene00000191.,15,89,104
WBGene00000192.,14,2514,2528
WBGene00000193.,13,88,101
WBGene00000195.,71,1274,1345
WBGene00000196.,170,2238,2408
WBGene00000197.,57,5675,5732
WBGene00000198.,137,2433,2570
WBGene00000199.,286,4284,4570
WBGene00000200.,104,3214,3318
WBGene00000201.,490,5147,5637
WBGene00000202.,9,861,870
WBGene00000203.,24,2880,2904
WBGene00000204.,93,3218,3311
WBGene00000205.,17,2152,2169
WBGene00000206.,120,3020,3140
WBGene00000207.,1474,58898,60372
WBGene00000208.,387,1041,1428
WBGene00000209.,1354,20513,21867
WBGene00000210.,4735,59440,64175
WBGene00000211.,116,730,846
WBGene00000212.,8,79,87
WBGene00000213.,10,95,105
WBGene00000214.,0,13181,13181
WBGene00000215.,40,1334,1374
WBGene00000216.,9,5345,5354
WBGene00000217.,2051,25351,27402
WBGene00000218.,42,4830,4872
WBGene00000219.,3,4629,4632
WBGene00000220.,49,725,774
WBGene00000221.,0,2931,2931
WBGene00000222.,105,1402,1507
WBGene00000223.,688,5897,6585
WBGene00000224.,347,5454,5801
WBGene00000225.,136,3064,3200
WBGene00000226.,161,2041,2202
WBGene00000227.,290,1901,2191
WBGene00000228.,753,21552,22305
WBGene00000229.,3176,155170,158346
WBGene00000230.,221,59106,59327
WBGene00000231.,256,3105,3361
WBGene00000232.,142,1341,1483
WBGene00000233.,97,544,641
WBGene00000235.,18,11604,11622
WBGene00000236.,264,2402,2666
WBGene00000237.,69,468,537
WBGene00000238.,79,770,849
WBGene00000239.,49,484,533
WBGene00000240.,458,3809,4267
WBGene00000241.,27,91,118
WBGene00000242.,18,223,241
WBGene00000244.,29,302,331
WBGene00000245.,426,11489,11915
WBGene00000246.,37,89,126
WBGene00000247.,61,1637,1698
WBGene00000248.,243,3201,3444
WBGene00000249.,32,2515,2547
WBGene00000250.,17,401,418
WBGene00000251.,0,3,3
WBGene00000252.,1,33,34
WBGene00000253.,83,587,670
WBGene00000254.,374,2330,2704
WBGene00000255.,6,9,15
WBGene00000256.,0,21,21
WBGene00000257.,88,2485,2573
WBGene00000259.,98,1190,1288
WBGene00000262.,8,580,588
WBGene00000263.,4893,59427,64320
WBGene00000264.,288,836,1124
WBGene00000265.,132,728,860
WBGene00000266.,226,3329,3555
WBGene00000267.,37,195,232
WBGene00000268.,524,1261,1785
WBGene00000269.,133,904,1037
WBGene00000270.,25,490,515
WBGene00000271.,34,1009,1043
WBGene00000272.,38,316,354
WBGene00000273.,77,3379,3456
WBGene00000274.,231,1251,1482
WBGene00000275.,31,2089,2120
WBGene00000276.,172,6518,6690
WBGene00000277.,1042,13301,14343
WBGene00000279.,13,180,193
WBGene00000280.,44,360,404
WBGene00000281.,35,4937,4972
WBGene00000282.,315,4636,4951
WBGene00000283.,157,3664,3821
WBGene00000284.,12,951,963
WBGene00000285.,285,6521,6806
WBGene00000286.,962,12470,13432
WBGene00000287.,88,647,735
WBGene00000288.,141,1799,1940
WBGene00000289.,330,2568,2898
WBGene00000292.,333,6819,7152
WBGene00000293.,334,10382,10716
WBGene00000294.,230,6503,6733
WBGene00000295.,24,274,298
WBGene00000296.,29,149,178
WBGene00000298.,7,784,791
WBGene00000301.,8,9010,9018
WBGene00000302.,13,167,180
WBGene00000308.,3,1,4
WBGene00000310.,0,0,0
WBGene00000311.,0,0,0
WBGene00000366.,205,5632,5837
WBGene00000367.,379,1692,2071
WBGene00000368.,260,3774,4034
WBGene00000369.,5,2898,2903
WBGene00000370.,4552,15785,20337
WBGene00000371.,4197,79965,84162
WBGene00000372.,3,45,48
WBGene00000373.,68,663,731
WBGene00000374.,144,1503,1647
WBGene00000375.,32,290,322
WBGene00000376.,522,1508,2030
WBGene00000377.,111,19491,19602
WBGene00000378.,40,19159,19199
WBGene00000379.,1169,24230,25399
WBGene00000380.,889,38503,39392
WBGene00000381.,128,18179,18307
WBGene00000382.,38,1102,1140
WBGene00000383.,80,4349,4429
WBGene00000386.,16,409,425
WBGene00000387.,788,724,1512
WBGene00000388.,3,28,31
WBGene00000389.,0,1,1
WBGene00000390.,126,6897,7023
WBGene00000391.,161,982,1143
WBGene00000392.,0,52,52
WBGene00000393.,87,1064,1151
WBGene00000395.,51,357,408
WBGene00000396.,71,3160,3231
WBGene00000397.,2,47,49
WBGene00000399.,12,249,261
WBGene00000401.,25,83,108
WBGene00000402.,125,299,424
WBGene00000403.,335,5541,5876
WBGene00000405.,94,5327,5421
WBGene00000406.,30,636,666
WBGene00000407.,180,1040,1220
WBGene00000408.,456,1684,2140
WBGene00000409.,105,1505,1610
WBGene00000410.,179,1673,1852
WBGene00000411.,33,3854,3887
WBGene00000412.,11,154,165
WBGene00000413.,107,955,1062
WBGene00000414.,200,7410,7610
WBGene00000415.,1449,1775,3224
WBGene00000416.,22,1295,1317
WBGene00000417.,160,159,319
WBGene00000418.,15,534,549
WBGene00000419.,232,1798,2030
WBGene00000420.,104,1195,1299
WBGene00000421.,210,1989,2199
WBGene00000422.,2,70,72
WBGene00000423.,85,922,1007
WBGene00000424.,82,1303,1385
WBGene00000425.,13,212,225
WBGene00000426.,278,1283,1561
WBGene00000427.,3,9,12
WBGene00000428.,3,89,92
WBGene00000429.,104,438,542
WBGene00000430.,5,116,121
WBGene00000431.,20,626,646
WBGene00000432.,4,4,8
WBGene00000433.,47,321,368
WBGene00000434.,7,106,113
WBGene00000435.,8,72,80
WBGene00000436.,4,23,27
WBGene00000437.,140,2674,2814
WBGene00000438.,12,62,74
WBGene00000439.,35,416,451
WBGene00000440.,0,171,171
WBGene00000441.,592,1850,2442
WBGene00000442.,12,235,247
WBGene00000443.,174,5094,5268
WBGene00000444.,17,267,284
WBGene00000445.,25,201,226
WBGene00000446.,14,295,309
WBGene00000447.,46,245,291
WBGene00000448.,68,1270,1338
WBGene00000449.,118,683,801
WBGene00000450.,4,28,32
WBGene00000451.,2,117,119
WBGene00000452.,3,477,480
WBGene00000453.,31,772,803
WBGene00000454.,31,569,600
