gene_id,total_unsp,total_sp,total
WBGene00000001,16,778,794
WBGene00000002,28,370,398
WBGene00000003,5,218,223
WBGene00000004,144,1025,1169
WBGene00000005,0,1,1
WBGene00000006,370,2693,3063
WBGene00000007,8,31,39
WBGene00000008,7,11,18
WBGene00000009,12,17,29
WBGene00000010,24,365,389
WBGene00000012,18,35,53
WBGene00000013,0,1091,1091
WBGene00000014,2,13,15
WBGene00000015,0,62,62
WBGene00000016,35,1840,1875
WBGene00000017,6,2457,2463
WBGene00000018,298,641,939
WBGene00000019,15,2,17
WBGene00000020,156,540,696
WBGene00000022,25,194,219
WBGene00000023,12,9,21
WBGene00000024,0,1,1
WBGene00000025,0,2,2
WBGene00000027,0,2,2
WBGene00000028,0,0,0
WBGene00000029,0,0,0
WBGene00000030,0,0,0
WBGene00000031,55,14,69
WBGene00000032,0,1,1
WBGene00000033,2,1,3
WBGene00000034,1,76,77
WBGene00000035,3304,607,3911
WBGene00000036,176,673,849
WBGene00000037,40,608,648
WBGene00000038,40,68,108
WBGene00000039,3,3,6
WBGene00000040,14,982,996
WBGene00000041,285,4724,5009
WBGene00000042,59,177,236
WBGene00000043,24,57,81
WBGene00000044,29,53,82
WBGene00000045,3,15,18
WBGene00000046,120,228,348
WBGene00000047,56,184,240
WBGene00000048,15,57,72
WBGene00000049,9,28,37
WBGene00000050,4,66,70
WBGene00000051,21,122,143
WBGene00000053,12,21,33
WBGene00000054,14,132,146
WBGene00000055,10,199,209
WBGene00000056,30,87,117
WBGene00000057,75,117,192
WBGene00000058,154,334,488
WBGene00000059,17,108,125
WBGene00000060,13,28,41
WBGene00000061,15,69,84
WBGene00000062,156,208,364
WBGene00000063,405,73590,73995
WBGene00000064,135,6322,6457
WBGene00000065,153,26376,26529
WBGene00000066,1594,305160,306754
WBGene00000067,19,661,680
WBGene00000068,1122,1427,2549
WBGene00000069,22,124,146
WBGene00000070,216,663,879
WBGene00000071,22,142,164
WBGene00000072,57,648,705
WBGene00000073,91,930,1021
WBGene00000074,239,618,857
WBGene00000075,21,114,135
WBGene00000079,245,1720,1965
WBGene00000080,6,238,244
WBGene00000081,104,1706,1810
WBGene00000082,87,140,227
WBGene00000083,279,741,1020
WBGene00000084,57,115,172
WBGene00000085,25,200,225
WBGene00000086,92,541,633
WBGene00000088,51,364,415
WBGene00000089,51,853,904
WBGene00000090,103,861,964
WBGene00000092,301,3202,3503
WBGene00000093,12,198,210
WBGene00000094,85,756,841
WBGene00000095,199,2409,2608
WBGene00000096,272,750,1022
