gene_id,total_unsp,total_sp,total
WBGene00000001.,23,902,925
WBGene00000002.,23,394,417
WBGene00000003.,7,190,197
WBGene00000004.,117,1000,1117
WBGene00000005.,17,10,27
WBGene00000006.,223,1759,1982
WBGene00000007.,22,37,59
WBGene00000008.,11,3,14
WBGene00000009.,16,36,52
WBGene00000010.,37,296,333
WBGene00000012.,17,20,37
WBGene00000013.,0,406,406
WBGene00000014.,1,3,4
WBGene00000015.,1,18,19
WBGene00000016.,45,2803,2848
WBGene00000017.,12,2748,2760
WBGene00000018.,307,678,985
WBGene00000019.,20,12,32
WBGene00000020.,226,713,939
WBGene00000021.,25,3,28
WBGene00000022.,56,360,416
WBGene00000023.,21,21,42
WBGene00000024.,0,1,1
WBGene00000025.,0,8,8
WBGene00000026.,0,5,5
WBGene00000027.,0,4,4
WBGene00000028.,0,1,1
WBGene00000029.,0,0,0
WBGene00000030.,0,3,3
WBGene00000031.,1,22,23
WBGene00000032.,0,0,0
WBGene00000033.,7,11,18
WBGene00000034.,2,31,33
WBGene00000035.,370,349,719
WBGene00000036.,165,673,838
WBGene00000037.,52,636,688
WBGene00000038.,63,66,129
WBGene00000039.,9,8,17
WBGene00000040.,15,1132,1147
WBGene00000041.,152,3130,3282
WBGene00000042.,77,200,277
WBGene00000043.,20,53,73
WBGene00000044.,48,57,105
WBGene00000045.,23,12,35
WBGene00000046.,134,237,371
WBGene00000047.,43,127,170
WBGene00000048.,20,78,98
WBGene00000049.,15,33,48
WBGene00000050.,17,44,61
WBGene00000051.,22,136,158
WBGene00000053.,19,29,48
WBGene00000054.,23,105,128
WBGene00000055.,11,222,233
WBGene00000056.,27,73,100
WBGene00000057.,60,83,143
WBGene00000058.,178,306,484
WBGene00000059.,34,110,144
WBGene00000060.,74,113,187
WBGene00000061.,23,79,102
WBGene00000062.,138,110,248
WBGene00000063.,16,44108,44124
WBGene00000064.,98,6458,6556
WBGene00000065.,77,15851,15928
WBGene00000066.,1225,175726,176951
WBGene00000067.,27,1194,1221
WBGene00000068.,1973,1309,3282
WBGene00000069.,42,193,235
WBGene00000070.,214,484,698
WBGene00000071.,62,169,231
WBGene00000072.,118,638,756
WBGene00000073.,68,688,756
WBGene00000074.,221,579,800
WBGene00000075.,28,90,118
WBGene00000079.,256,825,1081
WBGene00000080.,38,1098,1136
WBGene00000081.,120,2320,2440
WBGene00000082.,143,126,269
WBGene00000083.,191,717,908
WBGene00000084.,57,150,207
WBGene00000085.,43,195,238
WBGene00000086.,175,714,889
WBGene00000088.,76,543,619
WBGene00000089.,54,906,960
WBGene00000090.,89,981,1070
WBGene00000092.,312,2910,3222
WBGene00000093.,20,250,270
WBGene00000094.,81,739,820
WBGene00000095.,189,1728,1917
WBGene00000096.,290,753,1043
WBGene00000097.,72,1082,1154
WBGene00000098.,26,740,766
WBGene00000099.,44,602,646
WBGene00000100.,858,8915,9773
WBGene00000101.,160,2052,2212
WBGene00000102.,584,6504,7088
WBGene00000103.,139,1996,2135
WBGene00000105.,58,2398,2456
WBGene00000106.,43,478,521
WBGene00000107.,852,7312,8164
WBGene00000108.,9,7,16
WBGene00000109.,51,1770,1821
WBGene00000110.,81,2361,2442
WBGene00000111.,95,374,469
WBGene00000112.,118,1201,1319
WBGene00000113.,53,185,238
WBGene00000114.,461,86290,86751
WBGene00000115.,12,565,577
WBGene00000116.,62,411,473
WBGene00000117.,353,524,877
WBGene00000118.,25,13300,13325
WBGene00000120.,4,1456,1460
WBGene00000121.,19,1102,1121
WBGene00000122.,22,3137,3159
WBGene00000123.,162,3278,3440
WBGene00000133.,33,398,431
WBGene00000134.,49,112,161
WBGene00000135.,38,183,221
WBGene00000136.,34,192,226
WBGene00000137.,64,243,307
WBGene00000138.,34,255,289
WBGene00000139.,132,257,389
WBGene00000140.,1181,53814,54995
WBGene00000142.,54,582,636
WBGene00000143.,191,899,1090
WBGene00000144.,184,1232,1416
WBGene00000145.,3,476,479
WBGene00000146.,362,2204,2566
WBGene00000147.,2,597,599
WBGene00000148.,79,703,782
WBGene00000149.,444,9430,9874
WBGene00000150.,149,1194,1343
WBGene00000151.,12,864,876
WBGene00000155.,10,717,727
WBGene00000156.,102,716,818
WBGene00000157.,22,730,752
WBGene00000158.,466,1209,1675
WBGene00000159.,45,2149,2194
WBGene00000160.,472,1054,1526
WBGene00000161.,29,1123,1152
WBGene00000162.,435,1574,2009
WBGene00000163.,64,2028,2092
WBGene00000164.,75,522,597
WBGene00000165.,26,561,587
WBGene00000166.,41,254,295
WBGene00000168.,325,119,444
WBGene00000169.,40,431,471
WBGene00000170.,917,35272,36189
WBGene00000171.,41,12,53
WBGene00000172.,96,235,331
WBGene00000173.,8,75,83
WBGene00000174.,32,148,180
WBGene00000175.,94,1434,1528
WBGene00000176.,13,131,144
WBGene00000177.,71,292,363
WBGene00000178.,123,1656,1779
WBGene00000179.,129,625,754
WBGene00000180.,41,488,529
WBGene00000181.,332,2272,2604
WBGene00000182.,109,3374,3483
WBGene00000183.,153,3759,3912
WBGene00000184.,184,895,1079
WBGene00000185.,9,57,66
WBGene00000186.,394,1880,2274
WBGene00000187.,2,591,593
WBGene00000188.,0,93,93
WBGene00000189.,17,216,233
WBGene00000190.,11,60,71
WBGene00000191.,12,68,80
WBGene00000192.,35,1575,1610
WBGene00000193.,26,147,173
WBGene00000195.,93,895,988
WBGene00000196.,122,925,1047
WBGene00000197.,27,1638,1665
WBGene00000198.,106,962,1068
WBGene00000199.,211,1551,1762
WBGene00000200.,93,1810,1903
WBGene00000201.,500,3383,3883
WBGene00000202.,4,435,439
WBGene00000203.,12,740,752
WBGene00000204.,44,1669,1713
WBGene00000205.,6,713,719
WBGene00000206.,52,1110,1162
WBGene00000207.,627,17812,18439
WBGene00000208.,1006,1030,2036
WBGene00000209.,475,5227,5702
WBGene00000210.,2245,20931,23176
WBGene00000211.,61,251,312
WBGene00000212.,42,212,254
WBGene00000213.,23,234,257
WBGene00000214.,0,51439,51439
WBGene00000215.,169,2022,2191
WBGene00000216.,52,14956,15008
WBGene00000217.,1779,20380,22159
WBGene00000218.,150,12186,12336
WBGene00000219.,39,27616,27655
WBGene00000220.,40,271,311
WBGene00000221.,0,891,891
WBGene00000222.,82,935,1017
WBGene00000223.,542,3033,3575
WBGene00000224.,245,2414,2659
WBGene00000225.,169,1267,1436
WBGene00000226.,183,1783,1966
WBGene00000227.,287,897,1184
WBGene00000228.,139,1632,1771
WBGene00000229.,1764,44201,45965
WBGene00000230.,137,20560,20697
WBGene00000231.,165,1380,1545
WBGene00000232.,148,716,864
WBGene00000233.,189,575,764
WBGene00000235.,7,2246,2253
WBGene00000236.,116,771,887
WBGene00000237.,89,332,421
WBGene00000238.,63,274,337
WBGene00000239.,20,113,133
WBGene00000240.,2185,13577,15762
WBGene00000241.,34,162,196
WBGene00000242.,49,256,305
WBGene00000244.,59,474,533
WBGene00000245.,46,641,687
WBGene00000246.,41,69,110
WBGene00000247.,64,1162,1226
WBGene00000248.,143,1182,1325
WBGene00000249.,34,1389,1423
WBGene00000250.,37,731,768
WBGene00000251.,6,19,25
WBGene00000252.,0,14,14
WBGene00000253.,69,384,453
WBGene00000254.,504,1984,2488
WBGene00000255.,13,9,22
WBGene00000256.,0,10,10
WBGene00000257.,72,1659,1731
WBGene00000259.,126,1167,1293
WBGene00000262.,9,375,384
WBGene00000263.,2566,21421,23987
WBGene00000264.,209,511,720
WBGene00000265.,128,573,701
WBGene00000266.,87,769,856
WBGene00000267.,113,242,355
WBGene00000268.,457,845,1302
WBGene00000269.,177,489,666
WBGene00000270.,29,430,459
WBGene00000271.,45,859,904
WBGene00000272.,18,35,53
WBGene00000273.,638,20882,21520
WBGene00000274.,355,847,1202
WBGene00000275.,30,889,919
WBGene00000276.,232,6478,6710
WBGene00000277.,2424,22201,24625
